received_at|slot|value|simulation_duration|total_duration
2023-03-1423:54:46.589358|6001172|33264871122957908|88497|284763
2023-03-1423:54:46.621255|6001172|33264871122957908|101631|299408
2023-03-1423:54:46.836109|6001172|33264871122957908|95968|195735
2023-03-1423:54:46.879555|6001172|33264871122957908|82172|194445
2023-03-1423:54:46.903126|6001172|33264871122957908|101251|120159
2023-03-1423:54:47.411908|6001172|33264871122957908|68075|83197
2023-03-1423:54:47.360181|6001172|33264871122957908|56979|184617
2023-03-1423:54:46.975738|6001172|33264871122957908|83308|175001
2023-03-1423:54:46.88637|6001172|33264871122957908|104340|0
2023-03-1423:54:47.053853|6001172|33264871122957908|85681|106035
2023-03-1423:54:47.106057|6001172|33264871122957908|105829|121255
2023-03-1423:54:47.030237|6001172|33264871122957908|112645|280933
2023-03-1423:54:47.081816|6001172|33264871122957908|93733|242262
2023-03-1423:54:47.250284|6001172|33264871122957908|81903|179298
2023-03-1423:54:47.46835|6001172|33264871122957908|111169|240570
2023-03-1423:54:47.774342|6001172|33264871122957908|78017|96383
2023-03-1423:54:47.278758|6001172|33264871122957908|136879|0
2023-03-1423:54:47.111899|6001172|33264871122957908|137543|328615
2023-03-1423:54:47.262495|6001172|33264871122957908|89958|258914
2023-03-1423:54:47.468637|6001172|33264871122957908|56437|74782
2023-03-1423:54:47.542118|6001172|33264871122957908|124499|140397
2023-03-1423:54:47.596977|6001172|33264871122957908|117733|133518
2023-03-1423:54:47.315429|6001172|33264871122957908|90342|109933
2023-03-1423:54:47.721621|6001172|33264871122957908|106615|124855
2023-03-1423:54:47.501003|6001172|33264871122957908|99117|118804
2023-03-1423:54:47.688832|6001172|33264871122957908|60744|76356
2023-03-1423:54:47.70703|6001172|33264871122957908|91220|245683
2023-03-1423:54:47.736974|6001172|33264871122957908|101385|0
2023-03-1423:54:47.654815|6001172|33264871122957908|106650|202098
2023-03-1423:55:48.12707|6001177|54381350494369149|160919|185129
2023-03-1423:54:47.830652|6001172|33264871122957908|89203|105528
2023-03-1423:54:47.76786|6001172|33264871122957908|94344|190166
2023-03-1423:54:47.71605|6001172|33264871122957908|99346|218681
2023-03-1423:54:46.870405|6001172|33264871122957908|96139|111243
2023-03-1423:54:47.84583|6001172|33264871122957908|104881|123435
2023-03-1423:57:36.110765|6001186|23763389441335760|110586|249193
2023-03-1423:56:34.738431|6001181|41547150974450559|95003|263286
2023-03-1423:57:00.465719|6001183|21346581295696935|149302|302384
2023-03-1423:56:23.705282|6001180|15378278124323244|121518|148654
2023-03-1423:56:23.841073|6001180|15378278124323244|125974|151996
2023-03-1423:58:23.453592|6001190|44812732787404142|111375|137180
2023-03-1423:57:59.694463|6001188|202153026739129099|83764|108645
2023-03-1423:57:59.678319|6001188|202153026739129099|135578|0
2023-03-1423:58:11.892827|6001189|128500294078133488|144273|169421
2023-03-1423:57:13.049662|6001184|13478914083758927|85161|143934
2023-03-1423:58:23.456737|6001190|44812732787404142|116669|137136
2023-03-1423:59:25.239882|6001195|36522448589406856|168152|320019
2023-03-1423:59:00.44887|6001193|26619131374504314|177400|337503
2023-03-1423:59:00.359356|6001193|26619131374504314|177791|429545
2023-03-1423:58:11.714048|6001189|128500294078133488|143151|173424
2023-03-1423:58:11.801443|6001189|128500294078133488|155987|180584
2023-03-1423:58:11.982556|6001189|128500294078133488|125968|173731
2023-03-1423:58:12.077407|6001189|128500294078133488|137531|0
2023-03-1423:58:11.695563|6001189|128500294078133488|124400|273469
2023-03-1423:58:11.804089|6001189|128500294078133488|150848|179729
2023-03-1423:58:11.626031|6001189|128500294078133488|193778|230142
2023-03-1423:59:25.382809|6001195|36522448589406856|142792|248059
2023-03-1500:01:25.135396|6001205|65274855661738327|172966|199126
2023-03-1423:59:49.253263|6001197|17343775628791997|110292|129638
2023-03-1500:00:48.468539|6001202|59011534671658036|109492|211264
2023-03-1500:00:48.507164|6001202|59011534671658036|106931|213744
2023-03-1500:01:12.201769|6001204|43294122319755787|131480|153550
2023-03-1500:04:35.606574|6001221|59388556095378330|168759|206567
2023-03-1500:02:49.141043|6001212|157595478269120313|109181|123186
2023-03-1500:03:59.949782|6001218|57508723382756965|154960|428530
2023-03-1500:04:48.220129|6001222|189734817078032629|217132|237326
2023-03-1500:04:23.26267|6001220|35194889384149586|123411|148803
2023-03-1500:04:59.417457|6001223|680462670594944220|123852|228169
2023-03-1500:04:48.431176|6001222|189734817078032629|133331|150064
2023-03-1500:06:48.203392|6001232|23348395875126859|85845|105720
2023-03-1500:05:11.618304|6001224|152671380502655608|131178|168858
2023-03-1500:07:22.501454|6001235|52725835097331360|394920|439688
2023-03-1500:07:22.614987|6001235|52725835097331360|357908|416928
2023-03-1500:05:34.902699|6001225|42786389462843018|0|0
2023-03-1500:05:59.3454|6001228|46171737914128248|142810|249505
2023-03-1500:06:48.325396|6001232|23348395875126859|138339|154648
2023-03-1500:08:00.849131|6001238|39574625071000050|108378|122600
2023-03-1500:05:59.371637|6001228|46171737914128248|167756|276284
2023-03-1500:05:59.335669|6001228|46171737914128248|151404|275040
2023-03-1500:09:48.563428|6001247|85176842697539292|178695|198250
2023-03-1500:09:22.013618|6001245|127853309479280463|109326|124428
2023-03-1500:09:11.955478|6001244|321139466886216464|126067|166866
2023-03-1500:11:11.117473|6001254|70571239489730275|191457|854245
2023-03-1500:11:48.350769|6001257|25711516019977903|204487|231611
2023-03-1500:12:11.85416|6001259|169112616664811410|369710|504525
2023-03-1500:12:12.039247|6001259|169112616664811410|198815|337992
2023-03-1500:12:11.805869|6001259|169112616664811410|272366|541882
2023-03-1500:13:12.195952|6001264|34995099538945555|114858|135303
2023-03-1500:12:23.872648|6001260|44309157984953304|113631|212070
2023-03-1500:12:23.856847|6001260|44309157984953304|135762|158861
2023-03-1500:11:59.210663|6001258|50157769994321859|387562|970365
2023-03-1500:14:11.583248|6001269|79651851267284598|134151|204962
2023-03-1500:13:58.354697|6001268|19881283345506562|78327|249621
2023-03-1500:12:48.524669|6001262|33593935735337755|183846|414503
2023-03-1500:14:22.604342|6001270|39344218649080376|204696|383730
2023-03-1500:13:58.334822|6001268|19881283345506562|99959|293197
2023-03-1500:15:36.636232|6001276|58162598475244558|154528|357273
2023-03-1500:15:24.365976|6001275|49438302026333099|136572|192089
2023-03-1500:17:23.491909|6001285|104717441394589703|259635|392332
2023-03-1500:15:48.086244|6001277|37861205051041759|174089|203588
2023-03-1500:14:48.117326|6001272|41093881800266600|175644|203615
2023-03-1500:14:48.181197|6001272|41093881800266600|130994|173544
2023-03-1500:17:35.511598|6001286|49510028085482488|231981|461757
2023-03-1500:15:11.361524|6001274|96182860244247403|216410|353012
2023-03-1500:16:23.961013|6001280|349379327569995818|182235|264880
2023-03-1500:17:35.202852|6001286|49510028085482488|133417|410695
2023-03-1500:18:59.282587|6001293|39940138324933395|106562|460831
2023-03-1500:17:48.367171|6001287|59037559492924465|241203|599847
2023-03-1500:17:58.145629|6001288|39655096476988805|129687|261540
2023-03-1500:19:12.217809|6001294|54577045201878758|197862|219057
2023-03-1500:19:37.152873|6001296|24991671871755292|133610|241881
2023-03-1500:18:37.193257|6001291|62574555234385632|752302|788746
2023-03-1500:19:24.705826|6001295|109885225862298810|124369|147992
2023-03-1500:21:46.494158|6001307|93398044572391964|113251|131115
2023-03-1500:20:24.286296|6001300|124507315168186421|131764|151298
2023-03-1500:20:59.793662|6001303|55535197068512537|94228|205718
2023-03-1500:21:58.849431|6001308|47742664738854273|130304|182916
2023-03-1500:21:11.296408|6001304|26589859750889947|101130|207787
2023-03-1500:22:23.59245|6001310|48936297133555413|133978|175951
2023-03-1500:25:23.401811|6001325|48261829136188284|170326|212030
2023-03-1500:24:12.290716|6001319|25264240596590879|260623|418247
2023-03-1500:24:24.011304|6001320|286273436255373942|168332|266213
2023-03-1500:25:23.519546|6001325|48261829136188284|159751|240771
2023-03-1500:26:34.700383|6001331|414942710340620107|263155|856376
2023-03-1500:23:24.886713|6001315|17116807312637336|160357|180434
2023-03-1500:27:35.607336|6001336|247962043398053428|150921|167563
2023-03-1500:28:01.104694|6001338|27028638031643688|113569|134733
2023-03-1500:25:49.23986|6001327|31467879963348647|252454|669762
2023-03-1500:29:14.873011|6001344|72957154453640201|168237|212822
2023-03-1500:28:12.009291|6001339|136387358415665622|156265|281811
2023-03-1500:28:24.704934|6001340|22023228177033438|124576|259634
2023-03-1500:29:23.066872|6001345|69841866786934768|177089|302935
2023-03-1500:30:49.395875|6001352|260897639353484401|91989|109911
2023-03-1500:28:46.642891|6001342|39149083982017883|76547|182458
2023-03-1500:31:23.986982|6001355|217173095253294058|127375|144254
2023-03-1500:32:35.564851|6001361|23942246763262908|182350|286027
2023-03-1500:31:46.356518|6001357|630135779845536327|145759|326313
2023-03-1500:32:11.623355|6001359|309779215062287627|113913|141225
2023-03-1500:32:47.706485|6001362|31047162261700743|114026|228139
2023-03-1500:32:59.733124|6001363|40892018709925870|196863|275051
2023-03-1500:35:35.691272|6001376|35744752373896828|77307|145140
2023-03-1500:34:23.776883|6001370|15110267429893846|102808|112151
2023-03-1500:34:23.777999|6001370|15110267429893846|101272|113201
2023-03-1500:32:23.105358|6001360|42999355463956323|0|0
2023-03-1500:36:23.86535|6001380|48943638294007624|192241|214451
2023-03-1500:34:59.853117|6001373|123398786502238254|107319|225262
2023-03-1500:36:36.54651|6001381|88952239207660946|134188|148258
2023-03-1500:37:35.882012|6001386|61425802958935607|106733|209693
2023-03-1500:36:47.380677|6001382|46134483592556315|368589|469542
2023-03-1500:36:59.826736|6001383|37125884478488968|118926|130282
2023-03-1500:37:59.140965|6001388|68035750063591374|91997|107587
2023-03-1500:38:23.770046|6001390|40476692247590182|118760|368894
2023-03-1500:38:48.630666|6001392|68827970776563706|133688|153305
2023-03-1500:38:59.694886|6001393|67713278616192851|181179|0
2023-03-1500:39:23.800457|6001395|123835885190292651|208791|1052442
2023-03-1500:40:24.220039|6001400|31688360057615342|125142|526681
2023-03-1500:40:35.100055|6001401|85628183045997767|932494|2354174
2023-03-1500:35:23.588525|6001375|47158767579995401|156653|176980
2023-03-1500:40:12.655794|6001399|31853881325707020|221400|1836427
2023-03-1500:41:23.389594|6001405|23318148996785376|123195|225061
2023-03-1500:41:23.358748|6001405|23318148996785376|102339|229066
2023-03-1500:43:24.462464|6001415|142583051574476101|164443|193525
2023-03-1500:42:23.744328|6001410|21655006058682710|185521|333964
2023-03-1500:42:23.588595|6001410|21655006058682710|179417|332927
2023-03-1500:42:59.728125|6001413|39128293243042525|199900|229716
2023-03-1500:43:12.723333|6001414|18818061606760884|98995|564742
2023-03-1500:43:24.631072|6001415|142583051574476101|180363|218189
2023-03-1500:43:35.542593|6001416|302311028842492522|126897|178356
2023-03-1500:44:23.578962|6001420|387798670161947298|669513|920566
2023-03-1500:45:24.079732|6001425|129467362895075568|103201|208883
2023-03-1500:44:46.398274|6001422|172701531534764956|160898|266653
2023-03-1500:44:59.945374|6001423|164482360358456608|302561|324445
2023-03-1500:45:58.806198|6001428|74159203150879147|328179|353757
2023-03-1500:45:11.275941|6001424|23022643796411703|139774|294534
2023-03-1500:46:35.773771|6001431|19982407946747142|96904|215719
2023-03-1500:46:23.775606|6001430|19676295863638479|66778|89567
2023-03-1500:49:36.685189|6001446|66200832258860899|180858|203428
2023-03-1500:49:12.65485|6001444|40302125509631341|141879|280338
2023-03-1500:49:12.007469|6001444|40302125509631341|141841|282037
2023-03-1500:48:11.476581|6001439|42514717441494750|147906|175719
2023-03-1500:48:36.3742|6001441|36238055550397194|220527|356591
2023-03-1500:48:36.550607|6001441|36238055550397194|194709|333947
2023-03-1500:50:10.88284|6001449|51218234773003313|163483|336208
2023-03-1500:52:21.680992|6001460|112482476071686779|79990|177591
2023-03-1500:50:47.539594|6001452|103195155460251580|170793|182998
2023-03-1500:50:24.31056|6001450|77851818563193047|215691|234991
2023-03-1500:53:11.991934|6001464|48286342164114968|275533|1029449
2023-03-1500:50:36.359282|6001451|272476340343191188|112175|127130
2023-03-1500:53:48.265972|6001467|31599920585970028|71578|168751
2023-03-1500:53:48.157963|6001467|31599920585970028|85849|192323
2023-03-1500:51:12.211982|6001454|114183457036113061|132744|226642
2023-03-1500:54:11.7014|6001469|31545847493099925|107780|207298
2023-03-1500:53:11.9023|6001464|48286342164114968|259732|995393
2023-03-1500:54:11.694178|6001469|31545847493099925|90929|188567
2023-03-1500:55:11.761892|6001474|134188517965462267|187246|256147
2023-03-1500:54:11.712762|6001469|31545847493099925|117452|215806
2023-03-1500:55:11.846855|6001474|134188517965462267|199036|270427
2023-03-1500:54:24.290042|6001470|177977095684586176|137452|162839
2023-03-1500:56:32.248428|6001481|71299671675294801|115953|123937
2023-03-1500:54:35.627076|6001471|118518323505936481|86003|194406
2023-03-1500:54:47.462793|6001472|130389616402238213|100809|365598
2023-03-1500:56:11.605823|6001479|112793202348550930|150621|173273
2023-03-1500:56:11.603446|6001479|112793202348550930|188532|0
2023-03-1500:59:35.089397|6001496|54420265533494567|212364|487358
2023-03-1500:57:00.57432|6001483|62214408688545264|140294|191535
2023-03-1500:59:35.186512|6001496|54420265533494567|203397|415119
2023-03-1500:57:35.034373|6001486|127301702184544495|147502|161878
2023-03-1500:59:59.37457|6001498|61975771296332022|175722|303529
2023-03-1501:00:23.543818|6001500|607336809408842749|213284|252713
2023-03-1501:01:01.17232|6001503|168428464899088065|205115|403982
2023-03-1500:58:24.566379|6001490|33089416199277386|151249|325418
2023-03-1501:01:12.299617|6001504|54922047016146504|172463|282637
2023-03-1501:01:12.276271|6001504|54922047016146504|130425|249684
2023-03-1501:02:36.459815|6001511|680123308731030974|216768|248128
2023-03-1501:02:47.823707|6001512|1219933370454152172|108863|201557
2023-03-1501:01:36.501166|6001506|118211355334127316|470775|1285506
2023-03-1501:01:36.568459|6001506|118211355334127316|281528|1237784
2023-03-1501:02:23.844594|6001510|157696817766323776|105826|430658
2023-03-1500:57:00.336724|6001483|62214408688545264|131923|173821
2023-03-1501:03:23.763908|6001515|436838229435436323|129065|150029
2023-03-1500:57:00.264817|6001483|62214408688545264|127061|464528
2023-03-1500:57:00.510269|6001483|62214408688545264|122499|374359
2023-03-1501:02:23.923049|6001510|157696817766323776|122763|377050
2023-03-1501:04:23.305602|6001520|88653869736547431|524039|644353
2023-03-1501:04:36.713414|6001521|55945698582164489|121967|142717
2023-03-1501:04:47.747535|6001522|93058109395584624|217754|381485
2023-03-1501:04:58.133652|6001523|91327215222937516|277382|304033
2023-03-1501:04:23.182292|6001520|88653869736547431|659488|773432
2023-03-1501:05:35.807346|6001526|323046856036962654|203825|332899
2023-03-1501:06:10.690265|6001529|147466290508279323|120446|236520
2023-03-1501:05:12.048684|6001524|44997828372247572|351073|408604
2023-03-1501:07:01.132016|6001533|75777718238247348|108265|140663
2023-03-1501:06:35.422938|6001531|114523868692286979|140060|161260
2023-03-1501:07:58.211186|6001538|141243369296043633|167459|273277
2023-03-1501:08:45.007345|6001542|74448975344399335|94916|119350
2023-03-1501:07:11.756049|6001534|14048656046068993|100852|121803
2023-03-1501:07:11.837556|6001534|14048656046068993|108869|129308
2023-03-1501:07:11.899821|6001534|14048656046068993|111537|133186
2023-03-1501:07:11.707816|6001534|14048656046068993|104966|137038
2023-03-1501:07:11.768146|6001534|14048656046068993|135644|165395
2023-03-1501:07:11.742179|6001534|14048656046068993|125529|281073
2023-03-1501:09:34.381488|6001546|167030022602758742|84944|188774
2023-03-1501:08:35.723444|6001541|21645629473676864|151507|165027
2023-03-1501:08:59.955245|6001543|82509931166217485|121736|142500
2023-03-1501:10:00.41264|6001548|44868351915076840|111850|144525
2023-03-1501:10:23.418441|6001550|47846393953658781|101876|202354
2023-03-1501:10:23.338055|6001550|47846393953658781|135787|234084
2023-03-1501:09:11.809888|6001544|47161222797253570|125507|143977
